date,status,state,value,value_cumsum,F5.value_cumsum
2020-03-15,Confirmed,DD,0,0,0
2020-03-15,Confirmed,DL,0,7,20
2020-03-15,Confirmed,GA,0,0,0
2020-03-15,Confirmed,GJ,0,0,7
2020-03-15,Confirmed,HR,0,14,19
2020-03-15,Confirmed,HP,0,0,2
2020-03-15,Confirmed,JK,0,2,4
2020-03-15,Confirmed,JH,0,0,0
2020-03-15,Confirmed,KA,0,6,15
2020-03-15,Confirmed,KL,5,24,40
2020-03-15,Confirmed,LA,0,0,10
2020-03-15,Confirmed,LD,0,0,0
2020-03-15,Confirmed,MP,0,0,4
2020-03-15,Confirmed,MH,18,32,52
2020-03-15,Confirmed,MN,0,0,0
2020-03-15,Confirmed,ML,0,0,0
2020-03-15,Confirmed,MZ,0,0,0
2020-03-15,Confirmed,NL,0,0,0
2020-03-15,Confirmed,OR,0,0,2
2020-03-15,Confirmed,PY,0,0,1
2020-03-15,Confirmed,PB,0,1,3
2020-03-15,Confirmed,RJ,1,4,17
2020-03-15,Confirmed,SK,0,0,0
2020-03-15,Confirmed,TN,0,1,3
2020-03-15,Confirmed,TG,2,3,19
2020-03-15,Confirmed,TR,0,0,0
2020-03-15,Confirmed,UP,1,13,24
2020-03-15,Confirmed,UT,0,0,3
2020-03-15,Confirmed,WB,0,0,2
2020-03-15,Recovered,TT,4,13,23
2020-03-15,Recovered,AN,0,0,0
2020-03-15,Recovered,AP,0,0,0
2020-03-15,Recovered,AR,0,0,0
2020-03-15,Recovered,AS,0,0,0
2020-03-15,Recovered,BR,0,0,0
2020-03-15,Recovered,CH,0,0,0
2020-03-15,Recovered,CT,0,0,0
2020-03-15,Recovered,DN,0,0,0
2020-03-15,Recovered,DD,0,0,0
2020-03-15,Recovered,DL,1,2,5
2020-03-15,Recovered,GA,0,0,0
2020-03-15,Recovered,GJ,0,0,0
2020-03-15,Recovered,HR,0,0,0
2020-03-15,Recovered,HP,0,0,0
2020-03-15,Recovered,JK,0,0,0
2020-03-15,Recovered,JH,0,0,0
2020-03-15,Recovered,KA,0,0,1
2020-03-15,Recovered,KL,0,3,3
2020-03-15,Recovered,LA,0,0,0
2020-03-15,Recovered,LD,0,0,0
2020-03-15,Recovered,MP,0,0,0
2020-03-15,Recovered,MH,0,0,0
2020-03-15,Recovered,MN,0,0,0
2020-03-15,Recovered,ML,0,0,0
2020-03-15,Recovered,MZ,0,0,0
2020-03-15,Recovered,NL,0,0,0
2020-03-15,Recovered,OR,0,0,0
2020-03-15,Recovered,PY,0,0,0
2020-03-15,Recovered,PB,0,0,0
2020-03-15,Recovered,RJ,2,3,3
2020-03-15,Recovered,SK,0,0,0
2020-03-15,Recovered,TN,0,0,1
2020-03-15,Recovered,TG,1,1,1
2020-03-15,Recovered,TR,0,0,0
2020-03-15,Recovered,UP,0,4,9
2020-03-15,Recovered,UT,0,0,0
2020-03-15,Recovered,WB,0,0,0
2020-03-15,Deceased,TT,0,2,4
2020-03-15,Deceased,AN,0,0,0
2020-03-15,Deceased,AP,0,0,0
2020-03-15,Deceased,AR,0,0,0
2020-03-15,Deceased,AS,0,0,0
2020-03-15,Deceased,BR,0,0,0
2020-03-15,Deceased,CH,0,0,0
2020-03-15,Deceased,CT,0,0,0
2020-03-15,Deceased,DN,0,0,0
2020-03-15,Deceased,DD,0,0,0
2020-03-15,Deceased,DL,0,1,1
2020-03-15,Deceased,GA,0,0,0
2020-03-15,Deceased,GJ,0,0,0
2020-03-15,Deceased,HR,0,0,0
2020-03-15,Deceased,HP,0,0,0
2020-03-15,Deceased,JK,0,0,0
2020-03-15,Deceased,JH,0,0,0
2020-03-15,Deceased,KA,0,1,1
2020-03-15,Deceased,KL,0,0,0
2020-03-15,Deceased,LA,0,0,0
2020-03-15,Deceased,LD,0,0,0
2020-03-15,Deceased,MP,0,0,0
2020-03-15,Deceased,MH,0,0,1
2020-03-15,Deceased,MN,0,0,0
2020-03-15,Deceased,ML,0,0,0
2020-03-15,Deceased,MZ,0,0,0
2020-03-15,Deceased,NL,0,0,0
2020-03-15,Deceased,OR,0,0,0
2020-03-15,Deceased,PY,0,0,0
2020-03-15,Deceased,PB,0,0,1
2020-03-15,Deceased,RJ,0,0,0
2020-03-15,Deceased,SK,0,0,0
2020-03-15,Deceased,TN,0,0,0
2020-03-15,Deceased,TG,0,0,0
2020-03-15,Deceased,TR,0,0,0
2020-03-15,Deceased,UP,0,0,0
2020-03-15,Deceased,UT,0,0,0
2020-03-15,Deceased,WB,0,0,0
2020-03-16,Confirmed,TT,15,123,334
2020-03-16,Confirmed,AN,0,0,0
2020-03-16,Confirmed,AP,0,1,5
2020-03-16,Confirmed,AR,0,0,0
2020-03-16,Confirmed,AS,0,0,0
2020-03-16,Confirmed,BR,0,0,0
2020-03-16,Confirmed,CH,0,0,5
2020-03-16,Confirmed,CT,0,0,1
2020-03-16,Confirmed,DN,0,0,0
2020-03-16,Confirmed,DD,0,0,0
2020-03-16,Confirmed,DL,0,7,27
2020-03-16,Confirmed,GA,0,0,0
2020-03-16,Confirmed,GJ,0,0,14
2020-03-16,Confirmed,HR,0,14,21
2020-03-16,Confirmed,HP,0,0,2
2020-03-16,Confirmed,JK,1,3,4
2020-03-16,Confirmed,JH,0,0,0
2020-03-16,Confirmed,KA,1,7,20
2020-03-16,Confirmed,KL,3,27,52
2020-03-16,Confirmed,LA,0,0,13
2020-03-16,Confirmed,LD,0,0,0
2020-03-16,Confirmed,MP,NA,0,4
2020-03-16,Confirmed,MH,6,38,64
2020-03-16,Confirmed,MN,0,0,0
2020-03-16,Confirmed,ML,0,0,0
2020-03-16,Confirmed,MZ,0,0,0
2020-03-16,Confirmed,NL,0,0,0
2020-03-16,Confirmed,OR,1,1,2
2020-03-16,Confirmed,PY,1,1,1
2020-03-16,Confirmed,PB,0,1,13
2020-03-16,Confirmed,RJ,0,4,24
2020-03-16,Confirmed,SK,0,0,0
2020-03-16,Confirmed,TN,0,1,6
2020-03-16,Confirmed,TG,1,4,21
2020-03-16,Confirmed,TR,0,0,0
2020-03-16,Confirmed,UP,0,13,28
2020-03-16,Confirmed,UT,1,1,3
2020-03-16,Confirmed,WB,0,0,4
2020-03-16,Recovered,TT,1,14,23
2020-03-16,Recovered,AN,0,0,0
2020-03-16,Recovered,AP,0,0,0
2020-03-16,Recovered,AR,0,0,0
2020-03-16,Recovered,AS,0,0,0
2020-03-16,Recovered,BR,0,0,0
2020-03-16,Recovered,CH,0,0,0
2020-03-16,Recovered,CT,0,0,0
2020-03-16,Recovered,DN,0,0,0
2020-03-16,Recovered,DD,0,0,0
2020-03-16,Recovered,DL,0,2,5
2020-03-16,Recovered,GA,0,0,0
2020-03-16,Recovered,GJ,0,0,0
2020-03-16,Recovered,HR,0,0,0
2020-03-16,Recovered,HP,0,0,0
2020-03-16,Recovered,JK,0,0,0
2020-03-16,Recovered,JH,0,0,0
2020-03-16,Recovered,KA,0,0,1
2020-03-16,Recovered,KL,0,3,3
2020-03-16,Recovered,LA,0,0,0
2020-03-16,Recovered,LD,0,0,0
2020-03-16,Recovered,MP,0,0,0
2020-03-16,Recovered,MH,0,0,0
2020-03-16,Recovered,MN,0,0,0
2020-03-16,Recovered,ML,0,0,0
2020-03-16,Recovered,MZ,0,0,0
2020-03-16,Recovered,NL,0,0,0
2020-03-16,Recovered,OR,0,0,0
2020-03-16,Recovered,PY,0,0,0
2020-03-16,Recovered,PB,0,0,0
2020-03-16,Recovered,RJ,0,3,3
2020-03-16,Recovered,SK,0,0,0
2020-03-16,Recovered,TN,1,1,1
2020-03-16,Recovered,TG,0,1,1
2020-03-16,Recovered,TR,0,0,0
2020-03-16,Recovered,UP,0,4,9
2020-03-16,Recovered,UT,0,0,0
2020-03-16,Recovered,WB,0,0,0
2020-03-16,Deceased,TT,0,2,4
2020-03-16,Deceased,AN,0,0,0
2020-03-16,Deceased,AP,0,0,0
2020-03-16,Deceased,AR,0,0,0
2020-03-16,Deceased,AS,0,0,0
2020-03-16,Deceased,BR,0,0,0
2020-03-16,Deceased,CH,0,0,0
2020-03-16,Deceased,CT,0,0,0
2020-03-16,Deceased,DN,0,0,0
2020-03-16,Deceased,DD,0,0,0
2020-03-16,Deceased,DL,0,1,1
2020-03-16,Deceased,GA,0,0,0
2020-03-16,Deceased,GJ,0,0,0
2020-03-16,Deceased,HR,0,0,0
2020-03-16,Deceased,HP,0,0,0
2020-03-16,Deceased,JK,0,0,0
2020-03-16,Deceased,JH,0,0,0
2020-03-16,Deceased,KA,0,1,1
2020-03-16,Deceased,KL,0,0,0
2020-03-16,Deceased,LA,0,0,0
2020-03-16,Deceased,LD,0,0,0
2020-03-16,Deceased,MP,0,0,0
2020-03-16,Deceased,MH,0,0,1
2020-03-16,Deceased,MN,0,0,0
2020-03-16,Deceased,ML,0,0,0
2020-03-16,Deceased,MZ,0,0,0
2020-03-16,Deceased,NL,0,0,0
2020-03-16,Deceased,OR,0,0,0
2020-03-16,Deceased,PY,0,0,0
2020-03-16,Deceased,PB,0,0,1
2020-03-16,Deceased,RJ,0,0,0
2020-03-16,Deceased,SK,0,0,0
2020-03-16,Deceased,TN,0,0,0
2020-03-16,Deceased,TG,0,0,0
2020-03-16,Deceased,TR,0,0,0
2020-03-16,Deceased,UP,0,0,0
2020-03-16,Deceased,UT,0,0,0
2020-03-16,Deceased,WB,0,0,0
2020-03-17,Confirmed,TT,11,134,401
2020-03-17,Confirmed,AN,0,0,0
2020-03-17,Confirmed,AP,0,1,6
2020-03-17,Confirmed,AR,0,0,0
2020-03-17,Confirmed,AS,0,0,0
2020-03-17,Confirmed,BR,0,0,2
2020-03-17,Confirmed,CH,0,0,6
2020-03-17,Confirmed,CT,0,0,1
2020-03-17,Confirmed,DN,0,0,0
2020-03-17,Confirmed,DD,0,0,0
2020-03-17,Confirmed,DL,1,8,27
2020-03-17,Confirmed,GA,0,0,0
2020-03-17,Confirmed,GJ,0,0,18
2020-03-17,Confirmed,HR,1,15,21
2020-03-17,Confirmed,HP,0,0,2
2020-03-17,Confirmed,JK,0,3,4
2020-03-17,Confirmed,JH,0,0,0
2020-03-17,Confirmed,KA,2,9,26
2020-03-17,Confirmed,KL,0,27,67
2020-03-17,Confirmed,LA,0,0,13
2020-03-17,Confirmed,LD,0,0,0
2020-03-17,Confirmed,MP,0,0,6
2020-03-17,Confirmed,MH,3,41,74
2020-03-17,Confirmed,MN,0,0,0
2020-03-17,Confirmed,ML,0,0,0
2020-03-17,Confirmed,MZ,0,0,0
2020-03-17,Confirmed,NL,0,0,0
2020-03-17,Confirmed,OR,0,1,2
2020-03-17,Confirmed,PY,0,1,1
2020-03-17,Confirmed,PB,0,1,21
2020-03-17,Confirmed,RJ,0,4,28
2020-03-17,Confirmed,SK,0,0,0
2020-03-17,Confirmed,TN,0,1,9
2020-03-17,Confirmed,TG,1,5,27
2020-03-17,Confirmed,TR,0,0,0
2020-03-17,Confirmed,UP,2,15,30
2020-03-17,Confirmed,UT,0,1,3
2020-03-17,Confirmed,WB,1,1,7
2020-03-17,Recovered,TT,1,15,23
2020-03-17,Recovered,AN,0,0,0
2020-03-17,Recovered,AP,0,0,0
2020-03-17,Recovered,AR,0,0,0
2020-03-17,Recovered,AS,0,0,0
2020-03-17,Recovered,BR,0,0,0
2020-03-17,Recovered,CH,0,0,0
2020-03-17,Recovered,CT,0,0,0
2020-03-17,Recovered,DN,0,0,0
2020-03-17,Recovered,DD,0,0,0
2020-03-17,Recovered,DL,0,2,5
2020-03-17,Recovered,GA,0,0,0
2020-03-17,Recovered,GJ,0,0,0
2020-03-17,Recovered,HR,0,0,0
2020-03-17,Recovered,HP,0,0,0
2020-03-17,Recovered,JK,0,0,0
2020-03-17,Recovered,JH,0,0,0
2020-03-17,Recovered,KA,0,0,1
2020-03-17,Recovered,KL,0,3,3
2020-03-17,Recovered,LA,0,0,0
2020-03-17,Recovered,LD,0,0,0
2020-03-17,Recovered,MP,0,0,0
2020-03-17,Recovered,MH,0,0,0
2020-03-17,Recovered,MN,0,0,0
2020-03-17,Recovered,ML,0,0,0
2020-03-17,Recovered,MZ,0,0,0
2020-03-17,Recovered,NL,0,0,0
2020-03-17,Recovered,OR,0,0,0
2020-03-17,Recovered,PY,0,0,0
2020-03-17,Recovered,PB,0,0,0
2020-03-17,Recovered,RJ,0,3,3
2020-03-17,Recovered,SK,0,0,0
2020-03-17,Recovered,TN,0,1,1
2020-03-17,Recovered,TG,0,1,1
2020-03-17,Recovered,TR,0,0,0
2020-03-17,Recovered,UP,1,5,9
2020-03-17,Recovered,UT,0,0,0
2020-03-17,Recovered,WB,0,0,0
2020-03-17,Deceased,TT,1,3,7
2020-03-17,Deceased,AN,0,0,0
2020-03-17,Deceased,AP,0,0,0
2020-03-17,Deceased,AR,0,0,0
2020-03-17,Deceased,AS,0,0,0
2020-03-17,Deceased,BR,0,0,1
2020-03-17,Deceased,CH,0,0,0
2020-03-17,Deceased,CT,0,0,0
2020-03-17,Deceased,DN,0,0,0
2020-03-17,Deceased,DD,0,0,0
2020-03-17,Deceased,DL,0,1,1
2020-03-17,Deceased,GA,0,0,0
2020-03-17,Deceased,GJ,0,0,1
2020-03-17,Deceased,HR,0,0,0
2020-03-17,Deceased,HP,0,0,0
2020-03-17,Deceased,JK,0,0,0
2020-03-17,Deceased,JH,0,0,0
2020-03-17,Deceased,KA,0,1,1
2020-03-17,Deceased,KL,0,0,0
2020-03-17,Deceased,LA,0,0,0
2020-03-17,Deceased,LD,0,0,0
2020-03-17,Deceased,MP,0,0,0
2020-03-17,Deceased,MH,1,1,2
2020-03-17,Deceased,MN,0,0,0
2020-03-17,Deceased,ML,0,0,0
2020-03-17,Deceased,MZ,0,0,0
2020-03-17,Deceased,NL,0,0,0
2020-03-17,Deceased,OR,0,0,0
2020-03-17,Deceased,PY,0,0,0
2020-03-17,Deceased,PB,0,0,1
2020-03-17,Deceased,RJ,0,0,0
2020-03-17,Deceased,SK,0,0,0
2020-03-17,Deceased,TN,0,0,0
2020-03-17,Deceased,TG,0,0,0
2020-03-17,Deceased,TR,0,0,0
2020-03-17,Deceased,UP,0,0,0
2020-03-17,Deceased,UT,0,0,0
2020-03-17,Deceased,WB,0,0,0
2020-03-18,Confirmed,TT,37,171,503
2020-03-18,Confirmed,AN,0,0,0
2020-03-18,Confirmed,AP,0,1,7
2020-03-18,Confirmed,AR,0,0,0
2020-03-18,Confirmed,AS,0,0,0
2020-03-18,Confirmed,BR,0,0,3
2020-03-18,Confirmed,CH,0,0,7
2020-03-18,Confirmed,CT,0,0,1
2020-03-18,Confirmed,DN,0,0,0
2020-03-18,Confirmed,DD,0,0,0
2020-03-18,Confirmed,DL,2,10,30
2020-03-18,Confirmed,GA,0,0,0
2020-03-18,Confirmed,GJ,0,0,30
2020-03-18,Confirmed,HR,1,16,28
2020-03-18,Confirmed,HP,0,0,3
2020-03-18,Confirmed,JK,1,4,4
2020-03-18,Confirmed,JH,0,0,0
2020-03-18,Confirmed,KA,5,14,33
2020-03-18,Confirmed,KL,0,27,95
2020-03-18,Confirmed,LA,8,8,13
2020-03-18,Confirmed,LD,0,0,0
2020-03-18,Confirmed,MP,0,0,6
2020-03-18,Confirmed,MH,3,44,97
2020-03-18,Confirmed,MN,0,0,0
2020-03-18,Confirmed,ML,0,0,0
2020-03-18,Confirmed,MZ,0,0,0
2020-03-18,Confirmed,NL,0,0,0
2020-03-18,Confirmed,OR,1,2,2
2020-03-18,Confirmed,PY,0,1,1
2020-03-18,Confirmed,PB,1,2,23
2020-03-18,Confirmed,RJ,3,7,32
2020-03-18,Confirmed,SK,0,0,0
2020-03-18,Confirmed,TN,1,2,12
2020-03-18,Confirmed,TG,8,13,33
2020-03-18,Confirmed,TR,0,0,0
2020-03-18,Confirmed,UP,2,17,32
2020-03-18,Confirmed,UT,1,2,4
2020-03-18,Confirmed,WB,0,1,7
2020-03-18,Recovered,TT,0,15,35
2020-03-18,Recovered,AN,0,0,0
2020-03-18,Recovered,AP,0,0,0
2020-03-18,Recovered,AR,0,0,0
2020-03-18,Recovered,AS,0,0,0
2020-03-18,Recovered,BR,0,0,0
2020-03-18,Recovered,CH,0,0,0
2020-03-18,Recovered,CT,0,0,0
2020-03-18,Recovered,DN,0,0,0
2020-03-18,Recovered,DD,0,0,0
2020-03-18,Recovered,DL,0,2,5
2020-03-18,Recovered,GA,0,0,0
2020-03-18,Recovered,GJ,0,0,0
2020-03-18,Recovered,HR,0,0,11
2020-03-18,Recovered,HP,0,0,0
2020-03-18,Recovered,JK,0,0,0
2020-03-18,Recovered,JH,0,0,0
2020-03-18,Recovered,KA,0,0,2
2020-03-18,Recovered,KL,0,3,3
2020-03-18,Recovered,LA,0,0,0
2020-03-18,Recovered,LD,0,0,0
2020-03-18,Recovered,MP,0,0,0
2020-03-18,Recovered,MH,0,0,0
2020-03-18,Recovered,MN,0,0,0
2020-03-18,Recovered,ML,0,0,0
2020-03-18,Recovered,MZ,0,0,0
2020-03-18,Recovered,NL,0,0,0
2020-03-18,Recovered,OR,0,0,0
2020-03-18,Recovered,PY,0,0,0
2020-03-18,Recovered,PB,0,0,0
2020-03-18,Recovered,RJ,0,3,3
2020-03-18,Recovered,SK,0,0,0
2020-03-18,Recovered,TN,0,1,1
2020-03-18,Recovered,TG,0,1,1
2020-03-18,Recovered,TR,0,0,0
2020-03-18,Recovered,UP,0,5,9
2020-03-18,Recovered,UT,0,0,0
2020-03-18,Recovered,WB,0,0,0
2020-03-18,Deceased,TT,0,3,9
2020-03-18,Deceased,AN,0,0,0
2020-03-18,Deceased,AP,0,0,0
2020-03-18,Deceased,AR,0,0,0
2020-03-18,Deceased,AS,0,0,0
2020-03-18,Deceased,BR,0,0,1
2020-03-18,Deceased,CH,0,0,0
2020-03-18,Deceased,CT,0,0,0
2020-03-18,Deceased,DN,0,0,0
2020-03-18,Deceased,DD,0,0,0
2020-03-18,Deceased,DL,0,1,1
2020-03-18,Deceased,GA,0,0,0
2020-03-18,Deceased,GJ,0,0,1
2020-03-18,Deceased,HR,0,0,0
2020-03-18,Deceased,HP,0,0,1
2020-03-18,Deceased,JK,0,0,0
2020-03-18,Deceased,JH,0,0,0
2020-03-18,Deceased,KA,0,1,1
2020-03-18,Deceased,KL,0,0,0
2020-03-18,Deceased,LA,0,0,0
2020-03-18,Deceased,LD,0,0,0
2020-03-18,Deceased,MP,0,0,0
2020-03-18,Deceased,MH,0,1,2
2020-03-18,Deceased,MN,0,0,0
2020-03-18,Deceased,ML,0,0,0
2020-03-18,Deceased,MZ,0,0,0
2020-03-18,Deceased,NL,0,0,0
2020-03-18,Deceased,OR,0,0,0
2020-03-18,Deceased,PY,0,0,0
2020-03-18,Deceased,PB,0,0,1
2020-03-18,Deceased,RJ,0,0,0
2020-03-18,Deceased,SK,0,0,0
2020-03-18,Deceased,TN,0,0,0
2020-03-18,Deceased,TG,0,0,0
2020-03-18,Deceased,TR,0,0,0
2020-03-18,Deceased,UP,0,0,0
2020-03-18,Deceased,UT,0,0,0
2020-03-18,Deceased,WB,0,0,1
2020-03-19,Confirmed,TT,27,198,567
2020-03-19,Confirmed,AN,0,0,0
2020-03-19,Confirmed,AP,2,3,8
2020-03-19,Confirmed,AR,0,0,0
2020-03-19,Confirmed,AS,0,0,0
2020-03-19,Confirmed,BR,0,0,3
2020-03-19,Confirmed,CH,1,1,7
2020-03-19,Confirmed,CT,1,1,1
2020-03-19,Confirmed,DN,0,0,0
2020-03-19,Confirmed,DD,0,0,0
2020-03-19,Confirmed,DL,4,14,30
2020-03-19,Confirmed,GA,0,0,0
2020-03-19,Confirmed,GJ,2,2,34
2020-03-19,Confirmed,HR,1,17,30
2020-03-19,Confirmed,HP,0,0,3
2020-03-19,Confirmed,JK,0,4,6
2020-03-19,Confirmed,JH,0,0,0
2020-03-19,Confirmed,KA,1,15,41
2020-03-19,Confirmed,KL,1,28,109
2020-03-19,Confirmed,LA,0,8,13
2020-03-19,Confirmed,LD,0,0,0
2020-03-19,Confirmed,MP,0,0,7
2020-03-19,Confirmed,MH,4,48,107
2020-03-19,Confirmed,MN,0,0,1
2020-03-19,Confirmed,ML,0,0,0
2020-03-19,Confirmed,MZ,0,0,0
2020-03-19,Confirmed,NL,0,0,0
2020-03-19,Confirmed,OR,0,2,2
2020-03-19,Confirmed,PY,0,1,1
2020-03-19,Confirmed,PB,0,2,29
2020-03-19,Confirmed,RJ,2,9,32
2020-03-19,Confirmed,SK,0,0,0
2020-03-19,Confirmed,TN,1,3,18
2020-03-19,Confirmed,TG,3,16,37
2020-03-19,Confirmed,TR,0,0,0
2020-03-19,Confirmed,UP,3,20,35
2020-03-19,Confirmed,UT,1,3,4
2020-03-19,Confirmed,WB,0,1,9
2020-03-19,Recovered,TT,5,20,40
2020-03-19,Recovered,AN,0,0,0
2020-03-19,Recovered,AP,0,0,0
2020-03-19,Recovered,AR,0,0,0
2020-03-19,Recovered,AS,0,0,0
2020-03-19,Recovered,BR,0,0,0
2020-03-19,Recovered,CH,0,0,0
2020-03-19,Recovered,CT,0,0,0
2020-03-19,Recovered,DN,0,0,0
2020-03-19,Recovered,DD,0,0,0
2020-03-19,Recovered,DL,1,3,6
2020-03-19,Recovered,GA,0,0,0
2020-03-19,Recovered,GJ,0,0,0
2020-03-19,Recovered,HR,0,0,11
2020-03-19,Recovered,HP,0,0,0
2020-03-19,Recovered,JK,0,0,0
2020-03-19,Recovered,JH,0,0,0
2020-03-19,Recovered,KA,0,0,3
2020-03-19,Recovered,KL,0,3,4
2020-03-19,Recovered,LA,0,0,0
2020-03-19,Recovered,LD,0,0,0
2020-03-19,Recovered,MP,0,0,0
2020-03-19,Recovered,MH,0,0,0
2020-03-19,Recovered,MN,0,0,0
2020-03-19,Recovered,ML,0,0,0
2020-03-19,Recovered,MZ,0,0,0
2020-03-19,Recovered,NL,0,0,0
2020-03-19,Recovered,OR,0,0,0
2020-03-19,Recovered,PY,0,0,0
2020-03-19,Recovered,PB,0,0,0
2020-03-19,Recovered,RJ,0,3,3
2020-03-19,Recovered,SK,0,0,0
2020-03-19,Recovered,TN,0,1,1
2020-03-19,Recovered,TG,0,1,1
2020-03-19,Recovered,TR,0,0,0
2020-03-19,Recovered,UP,4,9,11
2020-03-19,Recovered,UT,0,0,0
2020-03-19,Recovered,WB,0,0,0
2020-03-19,Deceased,TT,1,4,10
2020-03-19,Deceased,AN,0,0,0
2020-03-19,Deceased,AP,0,0,0
2020-03-19,Deceased,AR,0,0,0
